0 | 4 | 0.4767
1 | 3 | 0.1523
2 | 4 | 0.5143
3 | 4 | 0.3160
4 | 7 | 0.5597
5 | 8 | 1.0424
6 | 11 | 0.5094
7 | 7 | 0.8596
8 | 13 | 0.4803
9 | 11 | 1.0430
10 | 12 | 0.5306
11 | 11 | 1.7026
12 | 14 | 0.6133
13 | 15 | 1.3775
14 | 15 | 0.4605
15 | 17 | 2.4423
16 | 17 | 0.4796
17 | 18 | 1.9498
18 | 19 | 0.4586
19 | 18 | 2.5543
20 | 20 | 0.4847
21 | 19 | 2.1335
22 | 17 | 0.4507
23 | 17 | 1.1572
24 | 16 | 0.4783
25 | 13 | 0.5233
26 | 11 | 0.4646
27 | 11 | 0.4999
28 | 12 | 0.4699
29 | 13 | 0.8707
30 | 11 | 0.5753
31 | 12 | 0.4182
32 | 11 | 0.4257
33 | 12 | 0.2249
34 | 12 | 0.4454
35 | 11 | 0.2260
36 | 10 | 0.4345
37 | 10 | 0.1921
38 | 11 | 0.4273
39 | 12 | 0.2587
40 | 12 | 0.4539
41 | 12 | 0.2387
42 | 10 | 0.4299
43 | 10 | 0.2711
44 | 9 | 0.4507
45 | 9 | 0.0682
46 | 8 | 0.4585
47 | 7 | 0.0442
48 | 6 | 0.3973
49 | 5 | 0.9353
50 | 4 | 0.5082
51 | 4 | 0.4105
52 | 3 | 0.1073
53 | 4 | 0.0577
54 | 3 | 0.0178
55 | 5 | 0.0055
56 | 4 | 0.0010
57 | 3 | 0.0008
58 | 1 | 0.0002
59 | 1 | 0.0002
60 | 0 | 0.0001
60 | 0 | 0.0001
0 | 4 | 0.4598
1 | 3 | 0.1743
2 | 4 | 0.4576
3 | 4 | 0.2687
4 | 7 | 0.4482
5 | 8 | 0.8116
6 | 11 | 0.4536
7 | 10 | 1.0725
8 | 12 | 0.4396
9 | 11 | 1.4840
10 | 13 | 0.4504
11 | 13 | 1.1330
12 | 14 | 0.4231
13 | 17 | 1.2669
14 | 16 | 0.4292
15 | 12 | 1.4485
16 | 15 | 0.4292
17 | 10 | 1.6998
18 | 10 | 0.4315
19 | 7 | 1.1402
20 | 10 | 0.4304
21 | 9 | 1.0801
22 | 11 | 0.4174
23 | 11 | 0.6329
24 | 10 | 0.4358
25 | 11 | 1.3962
26 | 14 | 0.4546
27 | 17 | 1.6842
28 | 16 | 0.4773
29 | 14 | 0.7700
30 | 13 | 0.4367
31 | 14 | 1.2097
32 | 16 | 0.3979
33 | 16 | 1.1915
34 | 13 | 0.4418
35 | 14 | 0.7837
36 | 12 | 0.4609
37 | 11 | 0.8631
38 | 8 | 0.4487
39 | 9 | 0.3107
40 | 8 | 0.4570
41 | 13 | 0.9045
42 | 12 | 0.4483
43 | 12 | 0.7206
44 | 11 | 0.4404
45 | 12 | 0.4760
46 | 11 | 0.4437
47 | 11 | 0.1288
